location,total_sqft,bhk,bath,metro_dist,price
Madhapur,1679,2,3.0,1.0,174.73
Kukatpally,926,1,2.0,0.5,71.36
Ameerpet,1948,3,3.0,0.0,161.64
Miyapur,2857,4,5.0,0.2,169.86
Kondapur,2984,4,5.0,2.0,243.04
Kondapur,2231,3,4.0,2.0,187.94
Gachibowli,3771,4,4.0,1.5,329.42
Manikonda,976,1,1.0,4.0,75.01
Madhapur,2277,3,4.0,1.0,233.71
Gachibowli,1733,2,2.0,1.5,140.84
Ameerpet,2960,4,4.0,0.0,222.84
Kukatpally,3914,4,5.0,0.5,258.65
Madhapur,1080,2,2.0,1.0,123.41
Banjara Hills,3845,4,5.0,3.0,602.17
Kukatpally,2941,4,4.0,0.5,191.34
Banjara Hills,2548,3,3.0,3.0,389.5
Banjara Hills,2200,3,3.0,3.0,336.11
Madhapur,3126,4,4.0,1.0,326.54
Uppal,3185,4,4.0,0.1,162.44
Jubilee Hills,2977,4,5.0,2.5,471.76
Miyapur,2592,3,3.0,0.2,151.64
Ameerpet,2935,4,5.0,0.0,222.98
Banjara Hills,1144,2,2.0,3.0,180.06
Uppal,1004,2,3.0,0.1,56.05
Banjara Hills,1273,2,2.0,3.0,200.05
Jubilee Hills,2286,3,3.0,2.5,415.04
Madhapur,2215,3,4.0,1.0,225.45
Madhapur,1383,2,2.0,1.0,161.06
Jubilee Hills,2531,3,3.0,2.5,514.71
Kukatpally,2780,3,3.0,0.5,192.98
Kondapur,2151,3,3.0,2.0,183.38
Madhapur,1821,3,3.0,1.0,187.16
Ameerpet,3082,4,4.0,0.0,229.91
Ameerpet,2037,3,3.0,0.0,165.1
Madhapur,2134,3,4.0,1.0,197.5
Ameerpet,1396,2,2.0,0.0,110.93
Ameerpet,1576,2,2.0,0.0,142.26
Kondapur,3463,4,4.0,2.0,287.7
Ameerpet,800,1,1.0,0.0,73.29
Manikonda,2867,4,4.0,4.0,171.48
Madhapur,3756,4,4.0,1.0,360.64
Kukatpally,3344,4,4.0,0.5,204.32
Banjara Hills,3932,4,4.0,3.0,595.5
Uppal,3671,4,4.0,0.1,189.19
Banjara Hills,3190,4,5.0,3.0,500.44
Gachibowli,1918,3,3.0,1.5,170.64
Kondapur,1740,2,2.0,2.0,150.35
Gachibowli,3598,4,4.0,1.5,319.42
Banjara Hills,3723,4,4.0,3.0,548.61
Manikonda,1723,2,3.0,4.0,108.14
Banjara Hills,1949,3,4.0,3.0,304.55
Banjara Hills,2147,3,3.0,3.0,335.88
Jubilee Hills,2560,3,3.0,2.5,481.05
Banjara Hills,2763,3,3.0,3.0,443.8
Ameerpet,3098,4,5.0,0.0,228.8
Ameerpet,1866,3,3.0,0.0,145.02
Miyapur,3119,4,4.0,0.2,190.55
Manikonda,3714,4,5.0,4.0,208.23
Uppal,2128,3,3.0,0.1,117.79
Madhapur,2524,3,3.0,1.0,263.97
Banjara Hills,1682,2,3.0,3.0,238.61
Banjara Hills,2865,4,4.0,3.0,429.52
Miyapur,2675,3,3.0,0.2,160.12
Gachibowli,3504,4,4.0,1.5,307.24
Gachibowli,970,1,1.0,1.5,87.92
Banjara Hills,2136,3,3.0,3.0,318.91
Miyapur,2536,3,4.0,0.2,167.66
Madhapur,1252,2,2.0,1.0,122.84
Kondapur,3665,4,4.0,2.0,309.09
Kukatpally,874,1,2.0,0.5,65.96
Uppal,1243,2,2.0,0.1,74.93
Uppal,3043,4,4.0,0.1,137.35
Kukatpally,2671,3,4.0,0.5,191.15
Madhapur,953,1,1.0,1.0,94.74
Kukatpally,1333,2,2.0,0.5,104.15
Banjara Hills,1341,2,3.0,3.0,231.91
Kukatpally,1466,2,2.0,0.5,115.7
Manikonda,2334,3,3.0,4.0,144.72
Kukatpally,1899,3,3.0,0.5,134.85
Manikonda,2642,3,3.0,4.0,165.74
Ameerpet,1394,2,2.0,0.0,108.01
Uppal,3662,4,5.0,0.1,167.57
Uppal,2474,3,4.0,0.1,126.6
Jubilee Hills,1413,2,2.0,2.5,248.93
Kukatpally,3742,4,4.0,0.5,250.56
Ameerpet,1870,3,4.0,0.0,138.52
Ameerpet,2181,3,4.0,0.0,158.97
Jubilee Hills,3250,4,4.0,2.5,566.9
Kondapur,1398,2,2.0,2.0,131.32
Banjara Hills,1131,2,2.0,3.0,184.49
Uppal,1064,2,2.0,0.1,65.57
Banjara Hills,1722,2,2.0,3.0,252.96
Ameerpet,3216,4,5.0,0.0,241.29
Jubilee Hills,1507,2,2.0,2.5,288.74
Jubilee Hills,2476,3,3.0,2.5,511.37
Uppal,2643,3,4.0,0.1,135.03
Ameerpet,3816,4,5.0,0.0,296.21
Kukatpally,3070,4,4.0,0.5,213.82
Kondapur,3474,4,5.0,2.0,286.61
Gachibowli,1334,2,2.0,1.5,118.84
Uppal,3973,4,4.0,0.1,208.41
Manikonda,2874,4,5.0,4.0,187.11
Uppal,1251,2,2.0,0.1,76.47
Jubilee Hills,2167,3,3.0,2.5,391.91
Ameerpet,2764,3,3.0,0.0,209.26
Uppal,3665,4,5.0,0.1,164.54
Miyapur,3010,4,4.0,0.2,175.76
Ameerpet,1460,2,2.0,0.0,115.42
Miyapur,3329,4,5.0,0.2,197.62
Uppal,1186,2,2.0,0.1,69.59
Gachibowli,2984,4,5.0,1.5,259.34
Jubilee Hills,1517,2,3.0,2.5,291.0
Ameerpet,2141,3,4.0,0.0,159.48
Kukatpally,1850,3,3.0,0.5,141.94
Jubilee Hills,2070,3,3.0,2.5,373.65
Banjara Hills,3448,4,4.0,3.0,575.94
Ameerpet,807,1,1.0,0.0,78.03
Kondapur,2578,3,4.0,2.0,214.88
Miyapur,932,1,1.0,0.2,63.36
Uppal,1572,2,3.0,0.1,93.17
Kukatpally,819,1,1.0,0.5,63.22
Banjara Hills,2098,3,4.0,3.0,315.85
Banjara Hills,3450,4,4.0,3.0,537.83
Uppal,2258,3,4.0,0.1,115.12
Kondapur,2792,3,3.0,2.0,227.04
Ameerpet,3245,4,4.0,0.0,244.19
Madhapur,2849,4,4.0,1.0,253.5
Miyapur,1912,3,3.0,0.2,116.45
Kukatpally,3278,4,4.0,0.5,234.4
Gachibowli,1833,3,3.0,1.5,166.77
Ameerpet,1975,3,3.0,0.0,145.77
Uppal,2294,3,4.0,0.1,118.2
Gachibowli,1845,3,4.0,1.5,162.22
Kukatpally,818,1,1.0,0.5,67.61
Ameerpet,2611,3,3.0,0.0,201.67
Gachibowli,3339,4,4.0,1.5,312.73
Banjara Hills,3223,4,4.0,3.0,461.31
Miyapur,2923,4,5.0,0.2,181.4
Jubilee Hills,1612,2,3.0,2.5,313.51
Jubilee Hills,2517,3,4.0,2.5,431.85
Uppal,3060,4,4.0,0.1,162.92
Jubilee Hills,1193,2,2.0,2.5,234.92
Madhapur,3749,4,5.0,1.0,394.22
Gachibowli,3790,4,4.0,1.5,335.66
Kukatpally,1434,2,2.0,0.5,114.25
Ameerpet,2645,3,3.0,0.0,192.34
Miyapur,1163,2,2.0,0.2,73.9
Uppal,2379,3,4.0,0.1,115.52
Miyapur,3413,4,4.0,0.2,201.55
Kondapur,2917,4,5.0,2.0,230.22
Ameerpet,3948,4,4.0,0.0,293.83
Uppal,1094,2,2.0,0.1,67.85
Ameerpet,2531,3,3.0,0.0,181.22
Banjara Hills,851,1,1.0,3.0,139.23
Banjara Hills,3036,4,5.0,3.0,468.76
Manikonda,2725,3,3.0,4.0,160.25
Ameerpet,2019,3,3.0,0.0,139.74
Kukatpally,2068,3,3.0,0.5,156.6
Manikonda,2483,3,3.0,4.0,170.68
Jubilee Hills,2719,3,3.0,2.5,497.48
Ameerpet,3942,4,4.0,0.0,291.86
Banjara Hills,1772,2,3.0,3.0,293.11
Jubilee Hills,3857,4,4.0,2.5,736.25
Miyapur,3525,4,4.0,0.2,198.29
Miyapur,3756,4,5.0,0.2,228.51
Gachibowli,2869,4,4.0,1.5,256.83
Kondapur,3314,4,5.0,2.0,287.23
Kondapur,1813,3,3.0,2.0,149.48
Banjara Hills,1042,2,2.0,3.0,170.82
Jubilee Hills,2800,4,5.0,2.5,527.3
Banjara Hills,3934,4,5.0,3.0,591.57
Uppal,2541,3,4.0,0.1,125.76
Ameerpet,3151,4,4.0,0.0,242.37
Banjara Hills,3096,4,4.0,3.0,481.78
Jubilee Hills,1903,3,3.0,2.5,375.17
Jubilee Hills,928,1,1.0,2.5,187.32
Banjara Hills,1707,2,2.0,3.0,260.27
Kondapur,2286,3,3.0,2.0,201.32
Madhapur,3840,4,4.0,1.0,403.87
Kukatpally,3485,4,4.0,0.5,261.35
Ameerpet,2326,3,4.0,0.0,176.63
Kukatpally,808,1,1.0,0.5,63.27
Uppal,2262,3,3.0,0.1,119.49
Gachibowli,2970,4,4.0,1.5,263.04
Miyapur,1281,2,2.0,0.2,95.22
Banjara Hills,1878,3,4.0,3.0,292.4
Kukatpally,2374,3,3.0,0.5,181.42
Jubilee Hills,1667,2,3.0,2.5,306.42
Jubilee Hills,903,1,2.0,2.5,184.48
Jubilee Hills,2237,3,3.0,2.5,389.42
Gachibowli,2591,3,4.0,1.5,223.59
Banjara Hills,1176,2,2.0,3.0,202.98
Kondapur,1589,2,3.0,2.0,126.02
Banjara Hills,3809,4,5.0,3.0,579.9
Miyapur,3596,4,4.0,0.2,206.4
Uppal,849,1,2.0,0.1,52.22
Miyapur,3646,4,4.0,0.2,218.37
Kukatpally,2871,4,4.0,0.5,190.78
Gachibowli,2388,3,3.0,1.5,194.79
Kondapur,1285,2,2.0,2.0,120.76
Kukatpally,3990,4,5.0,0.5,263.53
Kukatpally,3385,4,4.0,0.5,231.51
Gachibowli,1766,2,2.0,1.5,168.23
Jubilee Hills,1965,3,3.0,2.5,395.63
Miyapur,1491,2,3.0,0.2,106.11
Miyapur,2855,4,4.0,0.2,160.88
Kukatpally,2647,3,3.0,0.5,198.39
Uppal,3447,4,4.0,0.1,169.03
Jubilee Hills,2876,4,4.0,2.5,578.63
Miyapur,3359,4,4.0,0.2,194.4
Kondapur,2206,3,3.0,2.0,192.87
Manikonda,3364,4,4.0,4.0,206.62
Uppal,1011,2,2.0,0.1,57.46
Kukatpally,856,1,1.0,0.5,66.03
Jubilee Hills,3928,4,4.0,2.5,747.61
Jubilee Hills,2929,4,4.0,2.5,526.6
Kukatpally,3315,4,4.0,0.5,244.57
Madhapur,1274,2,2.0,1.0,127.7
Gachibowli,839,1,1.0,1.5,88.59
Manikonda,2033,3,3.0,4.0,130.15
Kondapur,3672,4,5.0,2.0,312.63
Ameerpet,2567,3,3.0,0.0,206.86
Kondapur,1825,3,3.0,2.0,154.05
Ameerpet,1515,2,2.0,0.0,120.8
Manikonda,1896,3,4.0,4.0,121.49
Jubilee Hills,2824,4,5.0,2.5,505.43
Madhapur,904,1,2.0,1.0,106.1
Kukatpally,3132,4,4.0,0.5,212.01
Miyapur,2446,3,3.0,0.2,165.68
Kondapur,1873,3,3.0,2.0,155.49
Uppal,3063,4,4.0,0.1,162.22
Gachibowli,926,1,1.0,1.5,95.55
Banjara Hills,3571,4,4.0,3.0,468.65
Madhapur,1849,3,3.0,1.0,168.26
Miyapur,3574,4,4.0,0.2,203.86
Uppal,1027,2,3.0,0.1,60.8
Gachibowli,1687,2,2.0,1.5,155.04
Kukatpally,2863,4,4.0,0.5,206.72
Gachibowli,2408,3,4.0,1.5,209.62
Jubilee Hills,2131,3,3.0,2.5,412.34
Manikonda,1211,2,2.0,4.0,73.73
Miyapur,2264,3,4.0,0.2,132.0
Kondapur,1930,3,3.0,2.0,177.37
Manikonda,3228,4,4.0,4.0,201.58
Kondapur,2701,3,4.0,2.0,256.4
Gachibowli,1619,2,2.0,1.5,157.4
Madhapur,2816,4,4.0,1.0,293.16
Madhapur,2046,3,3.0,1.0,228.19
Banjara Hills,1616,2,2.0,3.0,243.49
Jubilee Hills,3444,4,4.0,2.5,619.64
Kukatpally,1439,2,2.0,0.5,116.16
Madhapur,828,1,1.0,1.0,91.96
Kukatpally,2184,3,3.0,0.5,144.47
Uppal,2441,3,3.0,0.1,115.64
Manikonda,3353,4,4.0,4.0,214.11
Madhapur,3161,4,5.0,1.0,309.61
Kukatpally,2304,3,3.0,0.5,165.67
Miyapur,869,1,1.0,0.2,72.52
Miyapur,3166,4,4.0,0.2,179.14
Jubilee Hills,3545,4,4.0,2.5,642.96
Uppal,2056,3,4.0,0.1,103.22
Ameerpet,2859,4,4.0,0.0,206.7
Jubilee Hills,2178,3,3.0,2.5,404.87
Madhapur,928,1,1.0,1.0,93.79
Uppal,2533,3,3.0,0.1,124.46
Kondapur,909,1,1.0,2.0,79.4
Uppal,2812,4,5.0,0.1,135.65
Manikonda,1702,2,2.0,4.0,108.95
Kukatpally,2833,4,5.0,0.5,192.22
Ameerpet,2708,3,4.0,0.0,197.72
Miyapur,3425,4,5.0,0.2,195.16
Ameerpet,2528,3,4.0,0.0,189.73
Miyapur,3115,4,4.0,0.2,202.02
Miyapur,1519,2,2.0,0.2,105.56
Gachibowli,3889,4,4.0,1.5,344.59
Ameerpet,820,1,1.0,0.0,70.84
Ameerpet,2255,3,3.0,0.0,176.86
Kukatpally,2267,3,3.0,0.5,163.7
Miyapur,2807,4,5.0,0.2,171.44
Madhapur,1795,2,2.0,1.0,177.57
Kukatpally,2962,4,4.0,0.5,209.98
Banjara Hills,1394,2,2.0,3.0,198.01
Manikonda,1674,2,2.0,4.0,94.72
Manikonda,2291,3,3.0,4.0,148.66
Ameerpet,2263,3,4.0,0.0,180.39
Banjara Hills,2418,3,3.0,3.0,367.34
Jubilee Hills,2675,3,3.0,2.5,471.39
Jubilee Hills,2764,3,4.0,2.5,484.6
Uppal,2227,3,4.0,0.1,114.26
Kukatpally,2359,3,3.0,0.5,177.55
Jubilee Hills,1511,2,2.0,2.5,262.37
Gachibowli,1620,2,2.0,1.5,154.96
Manikonda,3466,4,4.0,4.0,216.1
Gachibowli,3294,4,4.0,1.5,289.24
Kukatpally,1464,2,2.0,0.5,106.57
Madhapur,2732,3,3.0,1.0,266.55
Miyapur,3697,4,4.0,0.2,209.98
Miyapur,2997,4,5.0,0.2,194.8
Uppal,2186,3,4.0,0.1,114.34
Jubilee Hills,3284,4,4.0,2.5,612.77
Uppal,2953,4,4.0,0.1,148.82
Jubilee Hills,1553,2,2.0,2.5,269.15
Uppal,2435,3,4.0,0.1,128.91
Kukatpally,2632,3,3.0,0.5,176.88
Kondapur,1955,3,4.0,2.0,177.78
Uppal,1370,2,2.0,0.1,82.35
Ameerpet,2229,3,3.0,0.0,163.3
Uppal,1770,2,2.0,0.1,97.24
Kukatpally,3787,4,4.0,0.5,243.22
Ameerpet,3661,4,4.0,0.0,271.35
Gachibowli,3565,4,4.0,1.5,338.53
Uppal,3486,4,4.0,0.1,185.91
Madhapur,2234,3,4.0,1.0,224.92
Gachibowli,3829,4,5.0,1.5,341.36
Miyapur,2347,3,3.0,0.2,156.88
Manikonda,963,1,2.0,4.0,72.56
Kondapur,2300,3,4.0,2.0,208.13
Kukatpally,3005,4,4.0,0.5,210.25
Banjara Hills,2226,3,3.0,3.0,344.88
Uppal,2057,3,3.0,0.1,109.5
Kondapur,1830,3,4.0,2.0,156.52
Ameerpet,1319,2,3.0,0.0,121.37
Uppal,2185,3,3.0,0.1,113.03
Gachibowli,1126,2,2.0,1.5,115.83
Ameerpet,1720,2,2.0,0.0,140.35
Banjara Hills,3399,4,5.0,3.0,559.3
Banjara Hills,2864,4,4.0,3.0,487.17
Uppal,3154,4,5.0,0.1,152.35
Miyapur,2901,4,5.0,0.2,191.53
Uppal,3680,4,4.0,0.1,183.62
Kondapur,2624,3,4.0,2.0,209.28
Madhapur,1867,3,4.0,1.0,201.64
Miyapur,3791,4,5.0,0.2,219.93
Madhapur,3346,4,5.0,1.0,355.33
Banjara Hills,3190,4,5.0,3.0,485.06
Madhapur,1887,3,3.0,1.0,190.5
Jubilee Hills,3010,4,4.0,2.5,570.22
Ameerpet,1960,3,3.0,0.0,156.71
Uppal,3052,4,4.0,0.1,150.69
Manikonda,839,1,1.0,4.0,58.27
Jubilee Hills,1010,2,2.0,2.5,193.66
Kukatpally,2587,3,3.0,0.5,184.43
Ameerpet,2830,4,4.0,0.0,230.67
Gachibowli,1344,2,3.0,1.5,123.44
Manikonda,3048,4,5.0,4.0,187.02
Kukatpally,2577,3,3.0,0.5,176.99
Manikonda,923,1,2.0,4.0,69.92
Uppal,1640,2,2.0,0.1,88.31
Miyapur,1293,2,3.0,0.2,92.44
Kukatpally,1791,2,2.0,0.5,130.87
Jubilee Hills,3208,4,4.0,2.5,612.48
Kukatpally,2382,3,3.0,0.5,167.09
Manikonda,3077,4,5.0,4.0,192.74
Uppal,1130,2,2.0,0.1,69.98
Banjara Hills,2425,3,3.0,3.0,361.24
Banjara Hills,3012,4,4.0,3.0,441.32
Kukatpally,3384,4,4.0,0.5,256.82
Manikonda,1464,2,3.0,4.0,106.56
Ameerpet,1131,2,3.0,0.0,97.29
Ameerpet,3122,4,4.0,0.0,236.79
Miyapur,1539,2,2.0,0.2,100.22
Kondapur,1678,2,2.0,2.0,140.26
Manikonda,2344,3,4.0,4.0,148.67
Ameerpet,2008,3,3.0,0.0,138.1
Gachibowli,2356,3,4.0,1.5,204.17
Jubilee Hills,1441,2,2.0,2.5,263.77
Gachibowli,2739,3,3.0,1.5,224.75
Madhapur,3064,4,4.0,1.0,318.63
Banjara Hills,2324,3,3.0,3.0,334.98
Banjara Hills,911,1,1.0,3.0,153.05
Kukatpally,1170,2,3.0,0.5,96.45
Ameerpet,2957,4,4.0,0.0,221.98
Uppal,2189,3,4.0,0.1,120.7
Miyapur,3140,4,4.0,0.2,191.69
Banjara Hills,3538,4,4.0,3.0,510.33
Kukatpally,2845,4,4.0,0.5,209.81
Uppal,1650,2,2.0,0.1,91.11
Jubilee Hills,2075,3,3.0,2.5,391.95
Manikonda,2631,3,4.0,4.0,162.33
Manikonda,2941,4,4.0,4.0,183.17
Jubilee Hills,2558,3,3.0,2.5,492.55
Ameerpet,1049,2,3.0,0.0,94.94
Miyapur,3501,4,4.0,0.2,210.27
Kondapur,2988,4,4.0,2.0,255.59
Miyapur,1973,3,3.0,0.2,132.24
Manikonda,1550,2,2.0,4.0,100.58
Banjara Hills,2819,4,5.0,3.0,453.9
Manikonda,903,1,2.0,4.0,67.24
Kondapur,885,1,2.0,2.0,74.8
Miyapur,1701,2,2.0,0.2,101.7
Kukatpally,2859,4,4.0,0.5,210.02
Kukatpally,3367,4,4.0,0.5,240.03
Gachibowli,1965,3,3.0,1.5,183.29
Gachibowli,2618,3,3.0,1.5,257.64
Ameerpet,3505,4,4.0,0.0,279.93
Kondapur,1149,2,3.0,2.0,108.78
Banjara Hills,3551,4,4.0,3.0,524.7
Kukatpally,1186,2,2.0,0.5,92.46
Kukatpally,1143,2,2.0,0.5,91.99
Manikonda,3049,4,4.0,4.0,199.29
Madhapur,1700,2,3.0,1.0,174.43
Ameerpet,1932,3,3.0,0.0,159.05
Madhapur,2080,3,4.0,1.0,218.34
Kukatpally,2867,4,5.0,0.5,212.51
Madhapur,3841,4,4.0,1.0,383.1
Kondapur,3344,4,4.0,2.0,272.83
Jubilee Hills,880,1,2.0,2.5,186.04
Kukatpally,3339,4,4.0,0.5,237.44
Miyapur,3269,4,5.0,0.2,192.47
Gachibowli,1648,2,2.0,1.5,169.61
Kondapur,3199,4,4.0,2.0,279.39
Manikonda,3612,4,4.0,4.0,222.59
Ameerpet,3173,4,4.0,0.0,236.93
Madhapur,1367,2,3.0,1.0,141.63
Manikonda,2119,3,3.0,4.0,135.15
Gachibowli,2364,3,3.0,1.5,213.5
Banjara Hills,2651,3,4.0,3.0,426.62
Ameerpet,2174,3,3.0,0.0,176.23
Madhapur,3538,4,4.0,1.0,360.07
Manikonda,2495,3,3.0,4.0,155.37
Uppal,2464,3,3.0,0.1,127.26
Kondapur,1155,2,2.0,2.0,114.64
Ameerpet,2904,4,5.0,0.0,213.96
Uppal,2250,3,4.0,0.1,116.71
Madhapur,2702,3,3.0,1.0,289.29
Madhapur,830,1,1.0,1.0,86.52
Gachibowli,1419,2,2.0,1.5,133.62
Madhapur,1835,3,3.0,1.0,192.49
Madhapur,3100,4,4.0,1.0,315.27
Kukatpally,2240,3,3.0,0.5,149.55
Jubilee Hills,2261,3,4.0,2.5,416.67
Ameerpet,2490,3,4.0,0.0,190.71
Manikonda,2377,3,3.0,4.0,144.36
Ameerpet,3400,4,5.0,0.0,245.79
Gachibowli,3125,4,4.0,1.5,307.06
Manikonda,2532,3,3.0,4.0,145.23
Kukatpally,3679,4,4.0,0.5,272.4
Kondapur,2605,3,3.0,2.0,246.69
Ameerpet,3947,4,5.0,0.0,278.07
Ameerpet,3282,4,5.0,0.0,247.95
Jubilee Hills,2578,3,4.0,2.5,403.33
Ameerpet,2301,3,4.0,0.0,170.44
Miyapur,3700,4,4.0,0.2,219.37
Uppal,3241,4,4.0,0.1,161.95
Uppal,1185,2,3.0,0.1,74.87
Ameerpet,3294,4,4.0,0.0,228.5
Banjara Hills,2558,3,4.0,3.0,383.7
Madhapur,3722,4,4.0,1.0,387.87
Gachibowli,865,1,2.0,1.5,92.23
Kondapur,2810,4,4.0,2.0,243.41
Madhapur,1904,3,3.0,1.0,208.8
Madhapur,3374,4,4.0,1.0,352.76
Uppal,3784,4,5.0,0.1,196.52
Kondapur,3058,4,4.0,2.0,261.31
Miyapur,1243,2,2.0,0.2,84.38
Miyapur,3916,4,4.0,0.2,226.68
Kukatpally,1215,2,2.0,0.5,91.76
Banjara Hills,3366,4,5.0,3.0,543.26
Madhapur,2578,3,3.0,1.0,256.28
Kondapur,1367,2,3.0,2.0,125.92
Banjara Hills,1648,2,2.0,3.0,246.15
Uppal,1519,2,2.0,0.1,80.34
Gachibowli,1349,2,2.0,1.5,136.5
Manikonda,3959,4,4.0,4.0,263.45
Kukatpally,1936,3,3.0,0.5,142.74
Kondapur,1999,3,4.0,2.0,172.75
Madhapur,1706,2,2.0,1.0,174.76
Manikonda,2895,4,4.0,4.0,181.51
Ameerpet,1540,2,3.0,0.0,125.74
Uppal,2423,3,3.0,0.1,125.75
Kondapur,802,1,1.0,2.0,76.85
Kukatpally,2776,3,3.0,0.5,197.15
Uppal,1242,2,2.0,0.1,64.36
Madhapur,1719,2,2.0,1.0,159.61
Gachibowli,3613,4,4.0,1.5,307.63
Madhapur,3196,4,4.0,1.0,337.11
Manikonda,1471,2,3.0,4.0,92.36
Kukatpally,1062,2,2.0,0.5,90.75
Gachibowli,2013,3,3.0,1.5,188.4
Manikonda,1238,2,3.0,4.0,85.52
Uppal,3162,4,4.0,0.1,159.53
Ameerpet,2018,3,3.0,0.0,166.16
Jubilee Hills,1244,2,2.0,2.5,246.7
Kukatpally,3493,4,5.0,0.5,245.08
Miyapur,814,1,2.0,0.2,62.89
Manikonda,1548,2,3.0,4.0,95.42
Ameerpet,1239,2,2.0,0.0,112.29
Miyapur,906,1,1.0,0.2,61.45
Kukatpally,1824,3,3.0,0.5,126.48
Ameerpet,3122,4,5.0,0.0,240.68
Jubilee Hills,3372,4,4.0,2.5,647.87
Kondapur,2378,3,3.0,2.0,210.39
Jubilee Hills,3706,4,4.0,2.5,658.99
Jubilee Hills,1249,2,2.0,2.5,246.29
Kondapur,3313,4,5.0,2.0,268.39
Kondapur,2275,3,4.0,2.0,207.36
Jubilee Hills,3512,4,4.0,2.5,605.06
Ameerpet,1186,2,2.0,0.0,91.3
Uppal,1896,3,4.0,0.1,99.94
Manikonda,1201,2,2.0,4.0,85.4
Manikonda,3760,4,4.0,4.0,249.35
Kondapur,3734,4,4.0,2.0,279.86
Miyapur,1426,2,2.0,0.2,108.54
Kondapur,1337,2,2.0,2.0,118.85
Miyapur,993,1,1.0,0.2,80.48
Kukatpally,1029,2,2.0,0.5,88.85
Jubilee Hills,1824,3,4.0,2.5,351.84
Kondapur,3128,4,4.0,2.0,252.48
Jubilee Hills,3838,4,4.0,2.5,707.44
Uppal,2718,3,3.0,0.1,139.21
Kondapur,1241,2,2.0,2.0,114.72
Gachibowli,3793,4,4.0,1.5,338.84
Jubilee Hills,1850,3,3.0,2.5,338.5
Miyapur,3575,4,4.0,0.2,213.37
Kukatpally,3478,4,5.0,0.5,253.36
Jubilee Hills,1887,3,3.0,2.5,346.28
Jubilee Hills,1957,3,3.0,2.5,342.96
Madhapur,1862,3,4.0,1.0,210.35
Uppal,2911,4,4.0,0.1,154.25
Jubilee Hills,3550,4,4.0,2.5,595.49
Miyapur,3077,4,5.0,0.2,192.68
Banjara Hills,3319,4,4.0,3.0,498.74
Miyapur,3011,4,5.0,0.2,183.47
Miyapur,3771,4,4.0,0.2,234.45
Ameerpet,1344,2,2.0,0.0,110.9
Kondapur,3686,4,5.0,2.0,294.19
Madhapur,3703,4,5.0,1.0,363.5
Madhapur,2171,3,4.0,1.0,224.14
Miyapur,1991,3,3.0,0.2,131.02
Kukatpally,2191,3,3.0,0.5,169.07
Kukatpally,2579,3,4.0,0.5,193.98
Kondapur,2843,4,5.0,2.0,237.04
Miyapur,2715,3,4.0,0.2,163.62
Manikonda,1444,2,3.0,4.0,99.43
Kukatpally,2745,3,3.0,0.5,209.93
Banjara Hills,3610,4,4.0,3.0,579.81
Kondapur,1304,2,2.0,2.0,116.66
Ameerpet,2240,3,3.0,0.0,175.39
Miyapur,3358,4,4.0,0.2,197.8
Manikonda,2632,3,4.0,4.0,159.18
Miyapur,2566,3,3.0,0.2,152.83
Miyapur,2029,3,3.0,0.2,124.52
Gachibowli,2967,4,4.0,1.5,243.28
Kondapur,3616,4,5.0,2.0,300.79
Kukatpally,3296,4,4.0,0.5,220.94
Manikonda,2889,4,4.0,4.0,180.71
Miyapur,3224,4,4.0,0.2,183.76
Manikonda,2466,3,4.0,4.0,163.58
Kondapur,1773,2,2.0,2.0,158.29
Gachibowli,2624,3,3.0,1.5,226.52
Ameerpet,1550,2,3.0,0.0,128.77
Miyapur,1873,3,3.0,0.2,129.8
Miyapur,2587,3,3.0,0.2,155.72
Banjara Hills,2307,3,3.0,3.0,347.47
Madhapur,3089,4,4.0,1.0,295.72
Miyapur,1638,2,3.0,0.2,123.05
Jubilee Hills,3181,4,4.0,2.5,538.42
Uppal,2160,3,3.0,0.1,120.56
Banjara Hills,3917,4,4.0,3.0,615.76
Kukatpally,2146,3,4.0,0.5,152.83
Miyapur,2316,3,3.0,0.2,130.63
Gachibowli,1407,2,2.0,1.5,134.59
Uppal,2548,3,3.0,0.1,123.91
Ameerpet,2475,3,4.0,0.0,201.79
Miyapur,3795,4,4.0,0.2,219.13
Banjara Hills,940,1,2.0,3.0,158.21
Madhapur,3488,4,4.0,1.0,346.1
Gachibowli,1600,2,2.0,1.5,147.65
Kondapur,3469,4,5.0,2.0,287.78
Ameerpet,1967,3,3.0,0.0,152.77
Jubilee Hills,2742,3,3.0,2.5,558.98
Miyapur,2480,3,3.0,0.2,160.65
Kukatpally,3447,4,5.0,0.5,233.19
Banjara Hills,3930,4,5.0,3.0,602.08
Gachibowli,1218,2,3.0,1.5,110.13
Ameerpet,3765,4,5.0,0.0,292.31
Ameerpet,3506,4,4.0,0.0,239.33
Kukatpally,1586,2,2.0,0.5,107.25
Kondapur,3270,4,4.0,2.0,267.61
Jubilee Hills,1411,2,2.0,2.5,280.07
Gachibowli,2273,3,3.0,1.5,214.64
Banjara Hills,3203,4,5.0,3.0,507.8
Gachibowli,3139,4,5.0,1.5,270.59
Madhapur,873,1,2.0,1.0,98.37
Ameerpet,2940,4,4.0,0.0,230.86
Miyapur,2638,3,3.0,0.2,173.2
Banjara Hills,3785,4,4.0,3.0,598.36
Uppal,3800,4,4.0,0.1,208.89
Manikonda,3368,4,4.0,4.0,223.85
Jubilee Hills,2131,3,3.0,2.5,398.17
